{'loss': 20.197, 'grad_norm': 95521.5, 'learning_rate': 4.9984472049689445e-05, 'epoch': 0.0}
{'loss': 3.7308, 'grad_norm': 703.1177368164062, 'learning_rate': 3.868012422360249e-05, 'epoch': 0.91}
{'loss': 3.7884, 'grad_norm': 64.92790222167969, 'learning_rate': 3.8664596273291926e-05, 'epoch': 0.91}
{'loss': 3.9414, 'grad_norm': 52.46813201904297, 'learning_rate': 3.864906832298137e-05, 'epoch': 0.91}
{'loss': 3.7565, 'grad_norm': 322.1128845214844, 'learning_rate': 3.8633540372670805e-05, 'epoch': 0.91}
{'loss': 3.8089, 'grad_norm': 42.478919982910156, 'learning_rate': 3.861801242236025e-05, 'epoch': 0.91}
{'loss': 3.9196, 'grad_norm': 1887.2802734375, 'learning_rate': 3.860248447204969e-05, 'epoch': 0.91}
{'loss': 3.8216, 'grad_norm': 114.72234344482422, 'learning_rate': 3.8586956521739134e-05, 'epoch': 0.91}
{'loss': 3.7079, 'grad_norm': 67.36993408203125, 'learning_rate': 3.857142857142858e-05, 'epoch': 0.91}
{'loss': 3.8286, 'grad_norm': 78.46568298339844, 'learning_rate': 3.855590062111801e-05, 'epoch': 0.92}
{'loss': 3.8343, 'grad_norm': 41.96951675415039, 'learning_rate': 3.8540372670807456e-05, 'epoch': 0.92}
{'loss': 3.7116, 'grad_norm': 151.036865234375, 'learning_rate': 3.852484472049689e-05, 'epoch': 0.92}
{'loss': 3.9258, 'grad_norm': 41.11671829223633, 'learning_rate': 3.8509316770186335e-05, 'epoch': 0.92}
{'loss': 3.7505, 'grad_norm': 66.40447235107422, 'learning_rate': 3.849378881987578e-05, 'epoch': 0.92}
{'loss': 3.7792, 'grad_norm': 123.0691146850586, 'learning_rate': 3.847826086956522e-05, 'epoch': 0.92}
{'loss': 3.6948, 'grad_norm': 69.11849212646484, 'learning_rate': 3.8462732919254664e-05, 'epoch': 0.92}
{'loss': 3.7101, 'grad_norm': 121.82540130615234, 'learning_rate': 3.84472049689441e-05, 'epoch': 0.92}
{'loss': 3.777, 'grad_norm': 74.52705383300781, 'learning_rate': 3.843167701863354e-05, 'epoch': 0.93}
{'loss': 3.6852, 'grad_norm': 23.71223258972168, 'learning_rate': 3.841614906832298e-05, 'epoch': 0.93}
{'loss': 3.8523, 'grad_norm': 139.4966583251953, 'learning_rate': 3.840062111801243e-05, 'epoch': 0.93}
{'loss': 3.7699, 'grad_norm': 118.16792297363281, 'learning_rate': 3.8385093167701865e-05, 'epoch': 0.93}
{'loss': 3.7923, 'grad_norm': 69.03297424316406, 'learning_rate': 3.836956521739131e-05, 'epoch': 0.93}
{'loss': 3.8515, 'grad_norm': 49.54679870605469, 'learning_rate': 3.8354037267080744e-05, 'epoch': 0.93}
{'loss': 3.697, 'grad_norm': 65.14028930664062, 'learning_rate': 3.833850931677019e-05, 'epoch': 0.93}
{'loss': 3.8498, 'grad_norm': 43.877662658691406, 'learning_rate': 3.832298136645963e-05, 'epoch': 0.93}
{'loss': 3.6753, 'grad_norm': 106.416748046875, 'learning_rate': 3.830745341614907e-05, 'epoch': 0.94}
{'loss': 3.6747, 'grad_norm': 38.895057678222656, 'learning_rate': 3.8291925465838516e-05, 'epoch': 0.94}
{'loss': 3.7231, 'grad_norm': 69.96733856201172, 'learning_rate': 3.827639751552795e-05, 'epoch': 0.94}
{'loss': 3.6729, 'grad_norm': 121.43009948730469, 'learning_rate': 3.8260869565217395e-05, 'epoch': 0.94}
{'loss': 3.7204, 'grad_norm': 45.92265319824219, 'learning_rate': 3.824534161490683e-05, 'epoch': 0.94}
{'loss': 3.8182, 'grad_norm': 79.781982421875, 'learning_rate': 3.8229813664596274e-05, 'epoch': 0.94}
{'loss': 3.6343, 'grad_norm': 51.63398361206055, 'learning_rate': 3.821428571428572e-05, 'epoch': 0.94}
{'loss': 3.6565, 'grad_norm': 70.4207763671875, 'learning_rate': 3.819875776397516e-05, 'epoch': 0.94}
{'loss': 3.6598, 'grad_norm': 67.08483123779297, 'learning_rate': 3.81832298136646e-05, 'epoch': 0.95}
{'loss': 3.6691, 'grad_norm': 161.3478240966797, 'learning_rate': 3.816770186335404e-05, 'epoch': 0.95}
{'loss': 3.6707, 'grad_norm': 49.833675384521484, 'learning_rate': 3.815217391304348e-05, 'epoch': 0.95}
{'loss': 3.7809, 'grad_norm': 122.55130767822266, 'learning_rate': 3.813664596273292e-05, 'epoch': 0.95}
{'loss': 3.6201, 'grad_norm': 160.04234313964844, 'learning_rate': 3.812111801242236e-05, 'epoch': 0.95}
{'loss': 3.7455, 'grad_norm': 26.233230590820312, 'learning_rate': 3.8105590062111804e-05, 'epoch': 0.95}
{'loss': 3.775, 'grad_norm': 259.09588623046875, 'learning_rate': 3.809006211180125e-05, 'epoch': 0.95}
{'loss': 3.6498, 'grad_norm': 39.186946868896484, 'learning_rate': 3.807453416149068e-05, 'epoch': 0.95}
{'loss': 3.6652, 'grad_norm': 44.3140754699707, 'learning_rate': 3.8059006211180126e-05, 'epoch': 0.96}
{'loss': 3.7271, 'grad_norm': 65.96249389648438, 'learning_rate': 3.804347826086957e-05, 'epoch': 0.96}
{'loss': 3.5925, 'grad_norm': 163.208740234375, 'learning_rate': 3.8027950310559005e-05, 'epoch': 0.96}
{'loss': 3.6994, 'grad_norm': 76.43289947509766, 'learning_rate': 3.801242236024845e-05, 'epoch': 0.96}
{'loss': 3.6227, 'grad_norm': 108.34430694580078, 'learning_rate': 3.799689440993789e-05, 'epoch': 0.96}
{'loss': 3.6165, 'grad_norm': 37.74022674560547, 'learning_rate': 3.7981366459627334e-05, 'epoch': 0.96}
{'loss': 3.5737, 'grad_norm': 249.8318328857422, 'learning_rate': 3.796583850931677e-05, 'epoch': 0.96}
{'loss': 3.7082, 'grad_norm': 1284.2650146484375, 'learning_rate': 3.795031055900621e-05, 'epoch': 0.96}
{'loss': 3.6161, 'grad_norm': 78.91682434082031, 'learning_rate': 3.793478260869565e-05, 'epoch': 0.97}
{'loss': 3.5808, 'grad_norm': 82.07038116455078, 'learning_rate': 3.791925465838509e-05, 'epoch': 0.97}
{'loss': 3.5792, 'grad_norm': 80.54637908935547, 'learning_rate': 3.790372670807454e-05, 'epoch': 0.97}
{'loss': 3.6497, 'grad_norm': 45.36837387084961, 'learning_rate': 3.788819875776398e-05, 'epoch': 0.97}
{'loss': 3.6034, 'grad_norm': 118.70568084716797, 'learning_rate': 3.787267080745342e-05, 'epoch': 0.97}
{'loss': 3.6731, 'grad_norm': 413.3027038574219, 'learning_rate': 3.785714285714286e-05, 'epoch': 0.97}
{'loss': 3.5943, 'grad_norm': 36.9222297668457, 'learning_rate': 3.78416149068323e-05, 'epoch': 0.97}
{'loss': 3.5938, 'grad_norm': 92.88750457763672, 'learning_rate': 3.7826086956521736e-05, 'epoch': 0.97}
{'loss': 3.6378, 'grad_norm': 39.84223175048828, 'learning_rate': 3.7810559006211186e-05, 'epoch': 0.98}
{'loss': 3.6556, 'grad_norm': 43.9350471496582, 'learning_rate': 3.779503105590062e-05, 'epoch': 0.98}
{'loss': 3.5908, 'grad_norm': 41.815345764160156, 'learning_rate': 3.7779503105590065e-05, 'epoch': 0.98}
{'loss': 3.6015, 'grad_norm': 61.960575103759766, 'learning_rate': 3.776397515527951e-05, 'epoch': 0.98}
{'loss': 3.6002, 'grad_norm': 105.41337585449219, 'learning_rate': 3.7748447204968944e-05, 'epoch': 0.98}
{'loss': 3.7626, 'grad_norm': 163.88023376464844, 'learning_rate': 3.773291925465839e-05, 'epoch': 0.98}
{'loss': 3.5753, 'grad_norm': 74.29096984863281, 'learning_rate': 3.771739130434783e-05, 'epoch': 0.98}
{'loss': 3.476, 'grad_norm': 59.346290588378906, 'learning_rate': 3.770186335403727e-05, 'epoch': 0.98}
{'loss': 3.6219, 'grad_norm': 36.8872184753418, 'learning_rate': 3.768633540372671e-05, 'epoch': 0.98}
{'loss': 3.6918, 'grad_norm': 72.76870727539062, 'learning_rate': 3.767080745341615e-05, 'epoch': 0.99}
{'loss': 3.5662, 'grad_norm': 63.44243621826172, 'learning_rate': 3.765527950310559e-05, 'epoch': 0.99}
{'loss': 3.6113, 'grad_norm': 41.05398178100586, 'learning_rate': 3.763975155279503e-05, 'epoch': 0.99}
{'loss': 3.5791, 'grad_norm': 41.21112823486328, 'learning_rate': 3.7624223602484474e-05, 'epoch': 0.99}
{'loss': 3.7036, 'grad_norm': 35.479835510253906, 'learning_rate': 3.7608695652173917e-05, 'epoch': 0.99}
{'loss': 3.5857, 'grad_norm': 56.82550811767578, 'learning_rate': 3.759316770186336e-05, 'epoch': 0.99}
{'loss': 3.6099, 'grad_norm': 27.665149688720703, 'learning_rate': 3.7577639751552796e-05, 'epoch': 0.99}
{'eval_loss': 2.4865176677703857, 'eval_runtime': 6.4604, 'eval_samples_per_second': 137.452, 'eval_steps_per_second': 8.668, 'epoch': 0.99}
{'loss': 3.4859, 'grad_norm': 38.8420295715332, 'learning_rate': 3.756211180124224e-05, 'epoch': 0.99}
{'loss': 3.4727, 'grad_norm': 52.825706481933594, 'learning_rate': 3.7546583850931675e-05, 'epoch': 1.0}
{'loss': 3.4458, 'grad_norm': 46.807373046875, 'learning_rate': 3.753105590062112e-05, 'epoch': 1.0}
{'loss': 3.5484, 'grad_norm': 188.55332946777344, 'learning_rate': 3.751552795031056e-05, 'epoch': 1.0}
{'loss': 3.6202, 'grad_norm': 432.3079833984375, 'learning_rate': 3.7500000000000003e-05, 'epoch': 1.0}
{'loss': 3.5109, 'grad_norm': 54.56113815307617, 'learning_rate': 3.7484472049689446e-05, 'epoch': 1.0}
{'loss': 3.4652, 'grad_norm': 44.59242248535156, 'learning_rate': 3.746894409937888e-05, 'epoch': 1.0}
{'loss': 3.5915, 'grad_norm': 68.33592987060547, 'learning_rate': 3.7453416149068326e-05, 'epoch': 1.0}
{'loss': 3.4593, 'grad_norm': 22.39906120300293, 'learning_rate': 3.743788819875776e-05, 'epoch': 1.0}
{'loss': 3.3919, 'grad_norm': 61.641841888427734, 'learning_rate': 3.742236024844721e-05, 'epoch': 1.01}
{'loss': 3.5284, 'grad_norm': 19.81808853149414, 'learning_rate': 3.740683229813665e-05, 'epoch': 1.01}
{'loss': 3.5161, 'grad_norm': 69.30977630615234, 'learning_rate': 3.739130434782609e-05, 'epoch': 1.01}
{'loss': 3.5416, 'grad_norm': 31.059864044189453, 'learning_rate': 3.737577639751553e-05, 'epoch': 1.01}
{'loss': 3.51, 'grad_norm': 54.362892150878906, 'learning_rate': 3.736024844720497e-05, 'epoch': 1.01}
{'loss': 3.4337, 'grad_norm': 74.59215545654297, 'learning_rate': 3.734472049689441e-05, 'epoch': 1.01}
{'loss': 3.5315, 'grad_norm': 48.67011642456055, 'learning_rate': 3.7329192546583855e-05, 'epoch': 1.01}
{'loss': 3.5392, 'grad_norm': 37.81010055541992, 'learning_rate': 3.73136645962733e-05, 'epoch': 1.01}
{'loss': 3.4762, 'grad_norm': 93.2278823852539, 'learning_rate': 3.7298136645962734e-05, 'epoch': 1.02}
{'loss': 3.4766, 'grad_norm': 49.71968460083008, 'learning_rate': 3.728260869565218e-05, 'epoch': 1.02}
{'loss': 3.4915, 'grad_norm': 25.012035369873047, 'learning_rate': 3.7267080745341614e-05, 'epoch': 1.02}
{'loss': 3.3837, 'grad_norm': 29.21808433532715, 'learning_rate': 3.7251552795031057e-05, 'epoch': 1.02}
{'loss': 3.4611, 'grad_norm': 49.45235824584961, 'learning_rate': 3.72360248447205e-05, 'epoch': 1.02}
{'loss': 3.4429, 'grad_norm': 73.5563735961914, 'learning_rate': 3.722049689440994e-05, 'epoch': 1.02}
{'loss': 3.3724, 'grad_norm': 29.761890411376953, 'learning_rate': 3.7204968944099385e-05, 'epoch': 1.02}
{'loss': 3.4592, 'grad_norm': 92.99696350097656, 'learning_rate': 3.718944099378882e-05, 'epoch': 1.02}
{'loss': 3.6218, 'grad_norm': 35.209232330322266, 'learning_rate': 3.7173913043478264e-05, 'epoch': 1.03}
{'loss': 3.412, 'grad_norm': 65.5755844116211, 'learning_rate': 3.71583850931677e-05, 'epoch': 1.03}
{'loss': 3.3418, 'grad_norm': 26.522729873657227, 'learning_rate': 3.7142857142857143e-05, 'epoch': 1.03}
{'loss': 3.4392, 'grad_norm': 43.20421600341797, 'learning_rate': 3.7127329192546586e-05, 'epoch': 1.03}
{'loss': 3.4246, 'grad_norm': 50.04002380371094, 'learning_rate': 3.711180124223603e-05, 'epoch': 1.03}
{'loss': 3.4487, 'grad_norm': 49.877986907958984, 'learning_rate': 3.7096273291925465e-05, 'epoch': 1.03}
{'loss': 3.4116, 'grad_norm': 59.92888259887695, 'learning_rate': 3.708074534161491e-05, 'epoch': 1.03}
{'loss': 3.3513, 'grad_norm': 35.37158203125, 'learning_rate': 3.706521739130435e-05, 'epoch': 1.03}
{'loss': 3.4791, 'grad_norm': 30.816242218017578, 'learning_rate': 3.704968944099379e-05, 'epoch': 1.04}
{'loss': 3.3993, 'grad_norm': 32.208248138427734, 'learning_rate': 3.703416149068323e-05, 'epoch': 1.04}
{'loss': 3.4574, 'grad_norm': 60.756103515625, 'learning_rate': 3.701863354037267e-05, 'epoch': 1.04}
{'loss': 3.3868, 'grad_norm': 41.482810974121094, 'learning_rate': 3.7003105590062116e-05, 'epoch': 1.04}
{'loss': 3.4101, 'grad_norm': 30.28738784790039, 'learning_rate': 3.698757763975155e-05, 'epoch': 1.04}
{'loss': 3.3584, 'grad_norm': 23.01907730102539, 'learning_rate': 3.6972049689440995e-05, 'epoch': 1.04}
{'loss': 3.4363, 'grad_norm': 38.91489791870117, 'learning_rate': 3.695652173913043e-05, 'epoch': 1.04}
{'loss': 3.3748, 'grad_norm': 18.028656005859375, 'learning_rate': 3.6940993788819874e-05, 'epoch': 1.04}
{'loss': 3.3705, 'grad_norm': 93.60177612304688, 'learning_rate': 3.6925465838509324e-05, 'epoch': 1.05}
{'loss': 3.3488, 'grad_norm': 37.886741638183594, 'learning_rate': 3.690993788819876e-05, 'epoch': 1.05}
{'loss': 3.3785, 'grad_norm': 722.6331787109375, 'learning_rate': 3.68944099378882e-05, 'epoch': 1.05}
{'loss': 3.3366, 'grad_norm': 76.52580261230469, 'learning_rate': 3.687888198757764e-05, 'epoch': 1.05}
{'loss': 3.3609, 'grad_norm': 74.64247131347656, 'learning_rate': 3.686335403726708e-05, 'epoch': 1.05}
{'loss': 3.2851, 'grad_norm': 120.91755676269531, 'learning_rate': 3.684782608695652e-05, 'epoch': 1.05}
{'loss': 3.3746, 'grad_norm': 36.434295654296875, 'learning_rate': 3.683229813664597e-05, 'epoch': 1.05}
{'loss': 3.3794, 'grad_norm': 35.049373626708984, 'learning_rate': 3.6816770186335404e-05, 'epoch': 1.05}
{'loss': 3.3881, 'grad_norm': 38.35177993774414, 'learning_rate': 3.680124223602485e-05, 'epoch': 1.06}
{'loss': 3.4499, 'grad_norm': 68.50941467285156, 'learning_rate': 3.678571428571429e-05, 'epoch': 1.06}
{'loss': 3.2229, 'grad_norm': 48.47639465332031, 'learning_rate': 3.6770186335403726e-05, 'epoch': 1.06}
{'loss': 3.3301, 'grad_norm': 221.52035522460938, 'learning_rate': 3.675465838509317e-05, 'epoch': 1.06}
{'loss': 3.3439, 'grad_norm': 30.785125732421875, 'learning_rate': 3.673913043478261e-05, 'epoch': 1.06}
{'loss': 3.2882, 'grad_norm': 35.29316711425781, 'learning_rate': 3.6723602484472055e-05, 'epoch': 1.06}
{'loss': 3.3003, 'grad_norm': 189.0872344970703, 'learning_rate': 3.670807453416149e-05, 'epoch': 1.06}
{'loss': 3.2633, 'grad_norm': 15.74521541595459, 'learning_rate': 3.6692546583850934e-05, 'epoch': 1.06}
{'loss': 3.3384, 'grad_norm': 22.643112182617188, 'learning_rate': 3.667701863354037e-05, 'epoch': 1.07}
{'loss': 3.3504, 'grad_norm': 29.915252685546875, 'learning_rate': 3.666149068322981e-05, 'epoch': 1.07}
{'loss': 3.4105, 'grad_norm': 31.275428771972656, 'learning_rate': 3.6645962732919256e-05, 'epoch': 1.07}
{'loss': 3.2433, 'grad_norm': 32.391571044921875, 'learning_rate': 3.66304347826087e-05, 'epoch': 1.07}
{'loss': 3.2811, 'grad_norm': 44.233497619628906, 'learning_rate': 3.661490683229814e-05, 'epoch': 1.07}
{'loss': 3.3255, 'grad_norm': 57.92955780029297, 'learning_rate': 3.659937888198758e-05, 'epoch': 1.07}
{'loss': 3.3492, 'grad_norm': 109.53882598876953, 'learning_rate': 3.658385093167702e-05, 'epoch': 1.07}
{'loss': 3.3035, 'grad_norm': 54.5367431640625, 'learning_rate': 3.656832298136646e-05, 'epoch': 1.07}
{'loss': 3.2393, 'grad_norm': 30.868988037109375, 'learning_rate': 3.65527950310559e-05, 'epoch': 1.08}
{'loss': 3.3124, 'grad_norm': 317.1277160644531, 'learning_rate': 3.653726708074534e-05, 'epoch': 1.08}
{'loss': 3.3526, 'grad_norm': 65.03998565673828, 'learning_rate': 3.6521739130434786e-05, 'epoch': 1.08}
{'loss': 3.3309, 'grad_norm': 30.819353103637695, 'learning_rate': 3.650621118012423e-05, 'epoch': 1.08}
{'loss': 3.3174, 'grad_norm': 35.11076736450195, 'learning_rate': 3.6490683229813665e-05, 'epoch': 1.08}
{'loss': 3.2348, 'grad_norm': 30.344755172729492, 'learning_rate': 3.647515527950311e-05, 'epoch': 1.08}
{'loss': 3.3285, 'grad_norm': 37.75833511352539, 'learning_rate': 3.6459627329192544e-05, 'epoch': 1.08}
{'loss': 3.2877, 'grad_norm': 32.86109161376953, 'learning_rate': 3.644409937888199e-05, 'epoch': 1.08}
{'loss': 3.2977, 'grad_norm': 105.9081039428711, 'learning_rate': 3.642857142857143e-05, 'epoch': 1.09}
{'loss': 3.2702, 'grad_norm': 16.038707733154297, 'learning_rate': 3.641304347826087e-05, 'epoch': 1.09}
{'loss': 3.274, 'grad_norm': 22.496891021728516, 'learning_rate': 3.639751552795031e-05, 'epoch': 1.09}
{'loss': 3.3135, 'grad_norm': 59.48896789550781, 'learning_rate': 3.638198757763975e-05, 'epoch': 1.09}
{'loss': 3.2716, 'grad_norm': 18.973188400268555, 'learning_rate': 3.6366459627329195e-05, 'epoch': 1.09}
{'loss': 3.2295, 'grad_norm': 47.939327239990234, 'learning_rate': 3.635093167701864e-05, 'epoch': 1.09}
{'loss': 3.1749, 'grad_norm': 17.313344955444336, 'learning_rate': 3.633540372670808e-05, 'epoch': 1.09}
{'loss': 3.2898, 'grad_norm': 59.978477478027344, 'learning_rate': 3.631987577639752e-05, 'epoch': 1.09}
{'loss': 3.3008, 'grad_norm': 18.819612503051758, 'learning_rate': 3.630434782608696e-05, 'epoch': 1.1}
{'loss': 3.3633, 'grad_norm': 353.638427734375, 'learning_rate': 3.6288819875776396e-05, 'epoch': 1.1}
{'loss': 3.2095, 'grad_norm': 30.06950569152832, 'learning_rate': 3.627329192546584e-05, 'epoch': 1.1}
{'loss': 3.2377, 'grad_norm': 41.38190460205078, 'learning_rate': 3.625776397515528e-05, 'epoch': 1.1}
{'loss': 3.1976, 'grad_norm': 26.046695709228516, 'learning_rate': 3.6242236024844725e-05, 'epoch': 1.1}
{'loss': 3.2267, 'grad_norm': 96.5306396484375, 'learning_rate': 3.622670807453417e-05, 'epoch': 1.1}
{'loss': 3.2299, 'grad_norm': 34.57772445678711, 'learning_rate': 3.6211180124223604e-05, 'epoch': 1.1}
{'loss': 3.2863, 'grad_norm': 45.182456970214844, 'learning_rate': 3.619565217391305e-05, 'epoch': 1.1}
{'loss': 3.3091, 'grad_norm': 68.72933959960938, 'learning_rate': 3.618012422360248e-05, 'epoch': 1.11}
{'loss': 3.2183, 'grad_norm': 38.29758834838867, 'learning_rate': 3.6164596273291926e-05, 'epoch': 1.11}
{'loss': 3.3479, 'grad_norm': 41.25783920288086, 'learning_rate': 3.614906832298137e-05, 'epoch': 1.11}
{'loss': 3.2695, 'grad_norm': 67.99394226074219, 'learning_rate': 3.613354037267081e-05, 'epoch': 1.11}
{'loss': 3.2691, 'grad_norm': 17.647741317749023, 'learning_rate': 3.611801242236025e-05, 'epoch': 1.11}
{'loss': 3.1983, 'grad_norm': 41.008460998535156, 'learning_rate': 3.610248447204969e-05, 'epoch': 1.11}
{'loss': 3.1953, 'grad_norm': 15.393041610717773, 'learning_rate': 3.6086956521739134e-05, 'epoch': 1.11}
{'loss': 3.2433, 'grad_norm': 59.37346649169922, 'learning_rate': 3.607142857142857e-05, 'epoch': 1.11}
{'loss': 3.2534, 'grad_norm': 26.235334396362305, 'learning_rate': 3.605590062111801e-05, 'epoch': 1.12}
{'loss': 3.1834, 'grad_norm': 10.652316093444824, 'learning_rate': 3.6040372670807456e-05, 'epoch': 1.12}
{'loss': 3.234, 'grad_norm': 28.381362915039062, 'learning_rate': 3.60248447204969e-05, 'epoch': 1.12}
{'eval_loss': 2.233342409133911, 'eval_runtime': 5.7382, 'eval_samples_per_second': 154.753, 'eval_steps_per_second': 9.759, 'epoch': 1.12}
{'loss': 3.1826, 'grad_norm': 31.246274948120117, 'learning_rate': 3.6009316770186335e-05, 'epoch': 1.12}
{'loss': 3.1452, 'grad_norm': 36.06689453125, 'learning_rate': 3.599378881987578e-05, 'epoch': 1.12}
{'loss': 3.2123, 'grad_norm': 34.066226959228516, 'learning_rate': 3.5978260869565214e-05, 'epoch': 1.12}
{'loss': 3.231, 'grad_norm': 20.994495391845703, 'learning_rate': 3.596273291925466e-05, 'epoch': 1.12}
{'loss': 3.3285, 'grad_norm': 52.856788635253906, 'learning_rate': 3.594720496894411e-05, 'epoch': 1.12}
{'loss': 3.1514, 'grad_norm': 22.662233352661133, 'learning_rate': 3.593167701863354e-05, 'epoch': 1.13}
{'loss': 3.2333, 'grad_norm': 22.83941650390625, 'learning_rate': 3.5916149068322986e-05, 'epoch': 1.13}
{'loss': 3.2204, 'grad_norm': 16.91573143005371, 'learning_rate': 3.590062111801242e-05, 'epoch': 1.13}
{'loss': 3.1985, 'grad_norm': 32.368106842041016, 'learning_rate': 3.5885093167701865e-05, 'epoch': 1.13}
{'loss': 3.1474, 'grad_norm': 16.347667694091797, 'learning_rate': 3.58695652173913e-05, 'epoch': 1.13}
{'loss': 3.1279, 'grad_norm': 20.896265029907227, 'learning_rate': 3.585403726708075e-05, 'epoch': 1.13}
{'loss': 3.2444, 'grad_norm': 13.084444046020508, 'learning_rate': 3.583850931677019e-05, 'epoch': 1.13}
{'loss': 3.0951, 'grad_norm': 18.183757781982422, 'learning_rate': 3.582298136645963e-05, 'epoch': 1.13}
{'loss': 3.1149, 'grad_norm': 20.28446388244629, 'learning_rate': 3.580745341614907e-05, 'epoch': 1.14}
{'loss': 3.1635, 'grad_norm': 20.37677764892578, 'learning_rate': 3.579192546583851e-05, 'epoch': 1.14}
{'loss': 3.1014, 'grad_norm': 25.900390625, 'learning_rate': 3.577639751552795e-05, 'epoch': 1.14}
{'loss': 3.2546, 'grad_norm': 9.697749137878418, 'learning_rate': 3.5760869565217395e-05, 'epoch': 1.14}
{'loss': 3.2165, 'grad_norm': 18.28915023803711, 'learning_rate': 3.574534161490684e-05, 'epoch': 1.14}
{'loss': 3.211, 'grad_norm': 17.1322021484375, 'learning_rate': 3.5729813664596274e-05, 'epoch': 1.14}
{'loss': 3.1211, 'grad_norm': 121.32413482666016, 'learning_rate': 3.571428571428572e-05, 'epoch': 1.14}
{'loss': 3.2929, 'grad_norm': 23.702449798583984, 'learning_rate': 3.569875776397515e-05, 'epoch': 1.14}
{'loss': 3.093, 'grad_norm': 30.642627716064453, 'learning_rate': 3.5683229813664596e-05, 'epoch': 1.15}
{'loss': 3.1587, 'grad_norm': 14.473844528198242, 'learning_rate': 3.566770186335404e-05, 'epoch': 1.15}
{'loss': 3.1306, 'grad_norm': 13.550679206848145, 'learning_rate': 3.565217391304348e-05, 'epoch': 1.15}
{'loss': 3.2226, 'grad_norm': 33.3109245300293, 'learning_rate': 3.5636645962732925e-05, 'epoch': 1.15}
{'loss': 3.1121, 'grad_norm': 40.353416442871094, 'learning_rate': 3.562111801242236e-05, 'epoch': 1.15}
{'loss': 3.1018, 'grad_norm': 23.930713653564453, 'learning_rate': 3.5605590062111804e-05, 'epoch': 1.15}
{'loss': 3.1709, 'grad_norm': 15.72961139678955, 'learning_rate': 3.559006211180124e-05, 'epoch': 1.15}
{'loss': 3.109, 'grad_norm': 23.670459747314453, 'learning_rate': 3.557453416149068e-05, 'epoch': 1.15}
{'loss': 3.1368, 'grad_norm': 18.872251510620117, 'learning_rate': 3.5559006211180126e-05, 'epoch': 1.16}
{'loss': 3.1376, 'grad_norm': 30.27880859375, 'learning_rate': 3.554347826086957e-05, 'epoch': 1.16}
{'loss': 3.0816, 'grad_norm': 13.709702491760254, 'learning_rate': 3.552795031055901e-05, 'epoch': 1.16}
{'loss': 3.1068, 'grad_norm': 78.4488754272461, 'learning_rate': 3.551242236024845e-05, 'epoch': 1.16}
{'loss': 3.1006, 'grad_norm': 18.111034393310547, 'learning_rate': 3.549689440993789e-05, 'epoch': 1.16}
{'loss': 3.0934, 'grad_norm': 10.46672248840332, 'learning_rate': 3.548136645962733e-05, 'epoch': 1.16}
{'loss': 3.1936, 'grad_norm': 19.848201751708984, 'learning_rate': 3.546583850931677e-05, 'epoch': 1.16}
{'loss': 3.0907, 'grad_norm': 23.26663589477539, 'learning_rate': 3.545031055900621e-05, 'epoch': 1.16}
{'loss': 3.1324, 'grad_norm': 12.859132766723633, 'learning_rate': 3.5434782608695656e-05, 'epoch': 1.17}
{'loss': 3.142, 'grad_norm': 49.01804733276367, 'learning_rate': 3.541925465838509e-05, 'epoch': 1.17}
{'loss': 3.2118, 'grad_norm': 21.084590911865234, 'learning_rate': 3.5403726708074535e-05, 'epoch': 1.17}
{'loss': 3.1856, 'grad_norm': 25.913543701171875, 'learning_rate': 3.538819875776398e-05, 'epoch': 1.17}
{'loss': 3.127, 'grad_norm': 14.820624351501465, 'learning_rate': 3.537267080745342e-05, 'epoch': 1.17}
{'loss': 3.1248, 'grad_norm': 16.68888282775879, 'learning_rate': 3.5357142857142864e-05, 'epoch': 1.17}
{'loss': 3.0445, 'grad_norm': 76.3219985961914, 'learning_rate': 3.53416149068323e-05, 'epoch': 1.17}
{'loss': 3.0567, 'grad_norm': 26.206289291381836, 'learning_rate': 3.532608695652174e-05, 'epoch': 1.17}
{'loss': 3.0178, 'grad_norm': 325.89892578125, 'learning_rate': 3.531055900621118e-05, 'epoch': 1.17}
{'loss': 3.1448, 'grad_norm': 27.825942993164062, 'learning_rate': 3.529503105590062e-05, 'epoch': 1.18}
{'loss': 3.0954, 'grad_norm': 12.520626068115234, 'learning_rate': 3.5279503105590065e-05, 'epoch': 1.18}
{'loss': 3.1323, 'grad_norm': 9.582236289978027, 'learning_rate': 3.526397515527951e-05, 'epoch': 1.18}
{'loss': 3.0073, 'grad_norm': 21.847759246826172, 'learning_rate': 3.524844720496895e-05, 'epoch': 1.18}
{'loss': 2.9406, 'grad_norm': 17.188779830932617, 'learning_rate': 3.523291925465839e-05, 'epoch': 1.18}
{'loss': 3.0667, 'grad_norm': 7.6673407554626465, 'learning_rate': 3.521739130434783e-05, 'epoch': 1.18}
{'loss': 3.1427, 'grad_norm': 52.80528259277344, 'learning_rate': 3.5201863354037266e-05, 'epoch': 1.18}
{'loss': 3.0351, 'grad_norm': 24.239381790161133, 'learning_rate': 3.518633540372671e-05, 'epoch': 1.18}
{'loss': 3.1331, 'grad_norm': 23.017900466918945, 'learning_rate': 3.517080745341615e-05, 'epoch': 1.19}
{'loss': 3.0425, 'grad_norm': 23.70732879638672, 'learning_rate': 3.5155279503105595e-05, 'epoch': 1.19}
{'loss': 3.1067, 'grad_norm': 28.159883499145508, 'learning_rate': 3.513975155279503e-05, 'epoch': 1.19}
